"set","qnum","id","difficulty","answer","img","skill","domain","fmt"
"Linear Functions 3","3.11","50f4cb9c","548","D","Linear_Functions_3/q_11.jpg","Linear Functions","Algebra","MCQ"
"Linear Functions 3","3.12","bbf9e5ce","421","A","Linear_Functions_3/q_12.jpg","Linear Functions","Algebra","MCQ"
"Linear Functions 3","3.13","b3abf40f","419","A","Linear_Functions_3/q_13.jpg","Linear Functions","Algebra","MCQ"
"Linear Functions 3","3.14","abcd0008","604","A","Linear_Functions_3/q_14.jpg","Linear Functions","Algebra","MCQ"
"Linear Functions 3","3.15","a309803e","395","A","Linear_Functions_3/q_15.jpg","Linear Functions","Algebra","MCQ"
"Linear Functions 3","3.16","0bd33265","272","515","Linear_Functions_3/q_16.jpg","Linear Functions","Algebra","SPR"
"Linear Functions 3","3.17","a7e2859a","411","A","Linear_Functions_3/q_17.jpg","Linear Functions","Algebra","MCQ"
"Linear Functions 3","3.18","0b0fa68b","219","2/43","Linear_Functions_3/q_18.jpg","Linear Functions","Algebra","SPR"
"Linear Functions 3","3.19","e25f0807","369","16.25","Linear_Functions_3/q_19.jpg","Linear Functions","Algebra","SPR"
"Linear Inequalities 1","1.1","2c121b25","506","A","Linear_Inequalities_1/q_01.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.2","ee439cff","446","B","Linear_Inequalities_1/q_02.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.3","563407e5","417","B","Linear_Inequalities_1/q_03.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.4","df32b09c","486","C","Linear_Inequalities_1/q_04.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.5","915463e0","451","C","Linear_Inequalities_1/q_05.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.6","89541f9b","513","C","Linear_Inequalities_1/q_06.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.7","84d0d07e","472","A","Linear_Inequalities_1/q_07.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.8","e744499e","621","A","Linear_Inequalities_1/q_08.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.9","b75f7812","312","4","Linear_Inequalities_1/q_09.jpg","Linear Inequalities","Algebra","SPR"
"Linear Inequalities 1","1.10","72a5fd28","246","5","Linear_Inequalities_1/q_10.jpg","Linear Inequalities","Algebra","SPR"
"Linear Inequalities 1","1.11","86f7483f","443","B","Linear_Inequalities_1/q_11.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.12","cfe67646","470","A","Linear_Inequalities_1/q_12.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.13","208626df","436","B","Linear_Inequalities_1/q_13.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.14","f01ef454","439","C","Linear_Inequalities_1/q_14.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.15","2869fe95","435","C","Linear_Inequalities_1/q_15.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 1","1.16","4a090a46","412","A","Linear_Inequalities_1/q_16.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.1","f224df07","466","C","Linear_Inequalities_2/q_01.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.2","b1228811","830","B","Linear_Inequalities_2/q_02.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.3","64c85440","518","D","Linear_Inequalities_2/q_03.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.4","968e9e51","492","D","Linear_Inequalities_2/q_04.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.5","bf5f80c6","395","A","Linear_Inequalities_2/q_05.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.6","80da233d","472","D","Linear_Inequalities_2/q_06.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.7","b31c3117","559","A","Linear_Inequalities_2/q_07.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.8","e9ef0e6b","420","B","Linear_Inequalities_2/q_08.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.9","90bd9ef8","538","B","Linear_Inequalities_2/q_09.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.10","948087f2","585","D","Linear_Inequalities_2/q_10.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.11","34aca984","417","A","Linear_Inequalities_2/q_11.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.12","f02b4509","418","A","Linear_Inequalities_2/q_12.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.13","6daf8d70","602","D","Linear_Inequalities_2/q_13.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.14","0ef4a7b6","432","A","Linear_Inequalities_2/q_14.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.15","6cb9bf45","953","D","Linear_Inequalities_2/q_15.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 2","2.16","b78cd5df","303","25","Linear_Inequalities_2/q_16.jpg","Linear Inequalities","Algebra","SPR"
"Linear Inequalities 3","3.1","45cfb9de","492","D","Linear_Inequalities_3/q_01.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.2","95cad55f","700","A","Linear_Inequalities_3/q_02.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.3","ee2f611f","315","28","Linear_Inequalities_3/q_03.jpg","Linear Inequalities","Algebra","SPR"
"Linear Inequalities 3","3.4","6c71f3ec","450","B","Linear_Inequalities_3/q_04.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.5","1a621af4","239","-14","Linear_Inequalities_3/q_05.jpg","Linear Inequalities","Algebra","SPR"
"Linear Inequalities 3","3.6","1035faea","594","D","Linear_Inequalities_3/q_06.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.7","5bf5136d","418","C","Linear_Inequalities_3/q_07.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.8","e8f9e117","399","20","Linear_Inequalities_3/q_08.jpg","Linear Inequalities","Algebra","SPR"
"Linear Inequalities 3","3.9","963da34c","578","A","Linear_Inequalities_3/q_09.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.10","b8e73b5b","491","C","Linear_Inequalities_3/q_10.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.11","830120b0","552","B","Linear_Inequalities_3/q_11.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.12","68c5c81a","436","C","Linear_Inequalities_3/q_12.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.13","f8ff3249","994","C","Linear_Inequalities_3/q_13.jpg","Linear Inequalities","Algebra","MCQ"
"Linear Inequalities 3","3.14","55ea82f3","499","B","Linear_Inequalities_3/q_14.jpg","Linear Inequalities","Algebra","MCQ"
"Lines, Angles, and Triangles 1","1.1","c8d60e48","527","B","Lines__Angles__and_Triangles_1/q_01.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.2","a6dbad6b","527","B","Lines__Angles__and_Triangles_1/q_02.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.3","cbe8ca31","369","A","Lines__Angles__and_Triangles_1/q_03.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.4","c24e1bda","699","D","Lines__Angles__and_Triangles_1/q_04.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.5","3563d76d","467","C","Lines__Angles__and_Triangles_1/q_05.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.6","dfc420b2","553","C","Lines__Angles__and_Triangles_1/q_06.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.7","410bdbe6","511","A","Lines__Angles__and_Triangles_1/q_07.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.8","087cdcfd","518","C","Lines__Angles__and_Triangles_1/q_08.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.9","992f4e93","526","C","Lines__Angles__and_Triangles_1/q_09.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.10","5733ce30","585","D","Lines__Angles__and_Triangles_1/q_10.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.11","3828f53d","517","A","Lines__Angles__and_Triangles_1/q_11.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.12","42b4493b","394","B","Lines__Angles__and_Triangles_1/q_12.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.13","36200a38","464","B","Lines__Angles__and_Triangles_1/q_13.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.14","69f4bbdc","764","B","Lines__Angles__and_Triangles_1/q_14.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.15","f1747a6a","393","D","Lines__Angles__and_Triangles_1/q_15.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.16","3b4b5b1e","543","47","Lines__Angles__and_Triangles_1/q_16.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 1","1.17","5207e508","699","D","Lines__Angles__and_Triangles_1/q_17.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.18","e0d2e21a","652","C","Lines__Angles__and_Triangles_1/q_18.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 1","1.19","9d078710","867","A","Lines__Angles__and_Triangles_1/q_19.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.1","81b664bc","584","B","Lines__Angles__and_Triangles_2/q_01.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.2","94364a79","418","B","Lines__Angles__and_Triangles_2/q_02.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.3","933fee1a","616","B","Lines__Angles__and_Triangles_2/q_03.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.4","a4c05a1b","731","B","Lines__Angles__and_Triangles_2/q_04.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.5","d3fe472f","418","D","Lines__Angles__and_Triangles_2/q_05.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.6","fd8745fc","242","84","Lines__Angles__and_Triangles_2/q_06.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 2","2.7","901e3285","426","D","Lines__Angles__and_Triangles_2/q_07.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.8","1c3d613c","414","20","Lines__Angles__and_Triangles_2/q_08.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 2","2.9","6dd463ca","574","B","Lines__Angles__and_Triangles_2/q_09.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.10","7a8ad237","243","21","Lines__Angles__and_Triangles_2/q_10.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 2","2.11","014edcb7","670","B","Lines__Angles__and_Triangles_2/q_11.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.12","2085e10e","432","D","Lines__Angles__and_Triangles_2/q_12.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 2","2.13","2f7c92ad","759","C","Lines__Angles__and_Triangles_2/q_13.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 3","3.1","6d99b141","576","83","Lines__Angles__and_Triangles_3/q_01.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.2","e10d8313","530","123","Lines__Angles__and_Triangles_3/q_02.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.3","f88f27e5","340","97","Lines__Angles__and_Triangles_3/q_03.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.4","947a3cde","379","30","Lines__Angles__and_Triangles_3/q_04.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.5","740bf79f","496","C","Lines__Angles__and_Triangles_3/q_05.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 3","3.6","bd7f6e30","535","C","Lines__Angles__and_Triangles_3/q_06.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 3","3.7","eeb4143c","358","10/3, 15/4, 25/6","Lines__Angles__and_Triangles_3/q_07.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.8","5b4757df","266","44/3","Lines__Angles__and_Triangles_3/q_08.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.9","17912810","559","50.5","Lines__Angles__and_Triangles_3/q_09.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.10","6a3fbec3","400","4.5","Lines__Angles__and_Triangles_3/q_10.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.11","345cc36a","548","54","Lines__Angles__and_Triangles_3/q_11.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.12","2d2cb85e","610","156","Lines__Angles__and_Triangles_3/q_12.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.13","f7dbde16","396","D","Lines__Angles__and_Triangles_3/q_13.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 3","3.14","abcd0011","532","3","Lines__Angles__and_Triangles_3/q_14.jpg","Lines, Angles, and Triangles","Geometry and Trig","SPR"
"Lines, Angles, and Triangles 3","3.15","322a6dfe","407","D","Lines__Angles__and_Triangles_3/q_15.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Lines, Angles, and Triangles 3","3.16","fecc446d","433","A","Lines__Angles__and_Triangles_3/q_16.jpg","Lines, Angles, and Triangles","Geometry and Trig","MCQ"
"Nonlinear Equations and Systems 1","1.1","3c95093c","456","B","Nonlinear_Equations_and_Systems_1/q_01.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.2","4ca30186","818","C","Nonlinear_Equations_and_Systems_1/q_02.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.3","3de7a7d7","403","B","Nonlinear_Equations_and_Systems_1/q_03.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.4","70f98ab4","424","B","Nonlinear_Equations_and_Systems_1/q_04.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.5","568aaf27","455","D","Nonlinear_Equations_and_Systems_1/q_05.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.6","b76a2815","530","A","Nonlinear_Equations_and_Systems_1/q_06.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.7","c7789423","242","11, -7","Nonlinear_Equations_and_Systems_1/q_07.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 1","1.8","eb268057","498","A","Nonlinear_Equations_and_Systems_1/q_08.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.9","98f735f2","512","B","Nonlinear_Equations_and_Systems_1/q_09.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.10","fcb78856","428","A","Nonlinear_Equations_and_Systems_1/q_10.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.11","4236c5a3","424","D","Nonlinear_Equations_and_Systems_1/q_11.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.12","f11ffa93","278","117","Nonlinear_Equations_and_Systems_1/q_12.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 1","1.13","5639dd1a","224","22","Nonlinear_Equations_and_Systems_1/q_13.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 1","1.14","c1964c11","425","B","Nonlinear_Equations_and_Systems_1/q_14.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.15","7cb3a8ee","242","15, -5","Nonlinear_Equations_and_Systems_1/q_15.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 1","1.16","b8c4a1cd","426","D","Nonlinear_Equations_and_Systems_1/q_16.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.17","7a8cb72a","460","A","Nonlinear_Equations_and_Systems_1/q_17.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.18","d0e8e8f5","1200","D","Nonlinear_Equations_and_Systems_1/q_18.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.19","d3f7c429","924","C","Nonlinear_Equations_and_Systems_1/q_19.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.20","13e5a5d5","243","9","Nonlinear_Equations_and_Systems_1/q_20.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 1","1.21","58443765","437","B","Nonlinear_Equations_and_Systems_1/q_21.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 1","1.22","332cd67b","407","B","Nonlinear_Equations_and_Systems_1/q_22.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.1","a5663025","571","C","Nonlinear_Equations_and_Systems_2/q_01.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.2","d0a7871e","493","A","Nonlinear_Equations_and_Systems_2/q_02.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.3","7f81d0c3","565","C","Nonlinear_Equations_and_Systems_2/q_03.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.4","911383f2","496","D","Nonlinear_Equations_and_Systems_2/q_04.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.5","b80d10d7","451","B","Nonlinear_Equations_and_Systems_2/q_05.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.6","fcdf87b7","306","0, 3","Nonlinear_Equations_and_Systems_2/q_06.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.7","652054da","564","A","Nonlinear_Equations_and_Systems_2/q_07.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.8","6e02cd78","249","1","Nonlinear_Equations_and_Systems_2/q_08.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.9","802549ac","496","A","Nonlinear_Equations_and_Systems_2/q_09.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.10","a4f61d75","285","7, 8, 13","Nonlinear_Equations_and_Systems_2/q_10.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.11","630897df","548","D","Nonlinear_Equations_and_Systems_2/q_11.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.12","c77ef2fb","593","A","Nonlinear_Equations_and_Systems_2/q_12.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.13","364a2d25","301","8, 9","Nonlinear_Equations_and_Systems_2/q_13.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.14","0980fcdd","457","A","Nonlinear_Equations_and_Systems_2/q_14.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.15","87a3de81","277","3","Nonlinear_Equations_and_Systems_2/q_15.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.16","2683b5db","480","D","Nonlinear_Equations_and_Systems_2/q_16.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.17","2f958af9","572","A","Nonlinear_Equations_and_Systems_2/q_17.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.18","876a731c","485","A","Nonlinear_Equations_and_Systems_2/q_18.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.19","928498f3","568","A","Nonlinear_Equations_and_Systems_2/q_19.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.20","2d2ab76b","608","A","Nonlinear_Equations_and_Systems_2/q_20.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.21","3b4b8831","242","-3","Nonlinear_Equations_and_Systems_2/q_21.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.22","f5247e52","460","C","Nonlinear_Equations_and_Systems_2/q_22.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.23","f76c1858","223","4","Nonlinear_Equations_and_Systems_2/q_23.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.24","4e18fc5d","445","A","Nonlinear_Equations_and_Systems_2/q_24.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.25","bef4b1c6","244","5","Nonlinear_Equations_and_Systems_2/q_25.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.26","11ccf3e1","400","A","Nonlinear_Equations_and_Systems_2/q_26.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.27","29ed5d39","478","D","Nonlinear_Equations_and_Systems_2/q_27.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.28","895628b5","421","C","Nonlinear_Equations_and_Systems_2/q_28.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.29","13e57f0a","395","B","Nonlinear_Equations_and_Systems_2/q_29.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.30","6acdcece","455","D","Nonlinear_Equations_and_Systems_2/q_30.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.31","09e5e4d3","382","C","Nonlinear_Equations_and_Systems_2/q_31.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 2","2.32","4b6f0a3f","243","5","Nonlinear_Equations_and_Systems_2/q_32.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 2","2.33","75a32330","918","A","Nonlinear_Equations_and_Systems_2/q_33.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.1","fc3d783a","243","6","Nonlinear_Equations_and_Systems_3/q_01.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.2","4661e2a9","476","A","Nonlinear_Equations_and_Systems_3/q_02.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.3","f65288e8","602","A","Nonlinear_Equations_and_Systems_3/q_03.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.4","f2f3fa00","350","5","Nonlinear_Equations_and_Systems_3/q_04.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.5","6ce95fc8","540","D","Nonlinear_Equations_and_Systems_3/q_05.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.6","c303ad23","217","5","Nonlinear_Equations_and_Systems_3/q_06.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.7","7bd10ef3","454","A","Nonlinear_Equations_and_Systems_3/q_07.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.8","66bce0c1","460","B","Nonlinear_Equations_and_Systems_3/q_08.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.9","97e50fa2","492","2, 8","Nonlinear_Equations_and_Systems_3/q_09.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.10","3d12b1e0","242","-1","Nonlinear_Equations_and_Systems_3/q_10.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.11","71014fb1","393","D","Nonlinear_Equations_and_Systems_3/q_11.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.12","e9349667","491","D","Nonlinear_Equations_and_Systems_3/q_12.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.13","b03adde3","517","D","Nonlinear_Equations_and_Systems_3/q_13.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.14","30281058","430","A","Nonlinear_Equations_and_Systems_3/q_14.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.15","5910bfff","597","A","Nonlinear_Equations_and_Systems_3/q_15.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.16","1697ffcf","253","5","Nonlinear_Equations_and_Systems_3/q_16.jpg","Nonlinear Equations and Systems","Advanced Math","SPR"
"Nonlinear Equations and Systems 3","3.17","ff2e5c76","394","D","Nonlinear_Equations_and_Systems_3/q_17.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
"Nonlinear Equations and Systems 3","3.18","2c5c22d0","449","C","Nonlinear_Equations_and_Systems_3/q_18.jpg","Nonlinear Equations and Systems","Advanced Math","MCQ"
